0	1
CY_EMP_PROF_MGMT	0
CY_EMP_PROF_SCI	0
CY_EMP_TRANS_WHSE_UTIL	0
CY_EMP_ARCH_ENGINEER	0
CY_EMP_BLDG_CLN_MAINT	0
CY_EMP_BUS_OP_FIN_SPEC	0
CY_EMP_COMM_SOC_SCI	0
CY_EMP_COMP_MATH	0
CY_EMP_CONSTRUCT_EXTRACT	0
CY_EMP_FOOD_PREP_SRV	0
CY_EMP_HLTH_PRAC_TECH	0
CY_EMP_HLTH_SPRT	0
CY_EMP_INST_MAINT_REPAIR	0
CY_EMP_LIF_PHYS_SOC_SCI	0
CY_EMP_MANAGEMENT	0
CY_EMP_OFC_ADMIN	0
CY_EMP_PRODUCT	0
CY_EMP_PROTECTIVE_SRV	0
CY_EMP_TRANS_MATRL_MOVE	0
CY_EMP_SVC_FARM	0
CY_HH_INC_015_025	0
CY_HH_INC_035_050	0
CY_HH_INC_050_075	0
CY_HH_INC_100_125	0
CY_HH_INC_125_150	0
CY_HH_INC_150_200	0
CY_HH_INC_200_250	0
CY_HH_INC_250_500	0
CY_HH_INC_500_PL	0
CY_HH_WHT_AL_INC_LT_015	0
CY_HH_WHT_AL_INC_015_025	0
CY_HH_WHT_AL_INC_025_035	0
CY_HH_WHT_AL_INC_035_050	0
CY_HH_WHT_AL_INC_075_100	0
CY_HH_WHT_AL_INC_100_125	0
CY_HH_WHT_AL_INC_125_150	0
CY_HH_WHT_AL_INC_150_200	0
CY_HH_WHT_AL_INC_200_PL	0
CY_HH_BLK_AL_INC_015_025	0
CY_HH_BLK_AL_INC_025_035	0
CY_HH_BLK_AL_INC_100_125	0
CY_HH_BLK_AL_INC_125_150	0
CY_HH_BLK_AL_INC_150_200	0
CY_HH_BLK_AL_INC_200_PL	0
CY_HH_AMI_AL_INC_LT_015	0
CY_HH_AMI_AL_INC_015_025	0
CY_HH_AMI_AL_INC_025_035	0
CY_HH_AMI_AL_INC_035_050	0
CY_HH_AMI_AL_INC_050_075	0
CY_HH_AMI_AL_INC_075_100	0
CY_HH_AMI_AL_INC_100_125	0
CY_HH_AMI_AL_INC_125_150	0
CY_HH_AMI_AL_INC_150_200	0
CY_HH_AMI_AL_INC_200_PL	0
CY_HH_ASN_AL_INC_015_025	0
CY_HH_ASN_AL_INC_025_035	0
CY_HH_ASN_AL_INC_035_050	0
CY_HH_ASN_AL_INC_050_075	0
CY_HH_ASN_AL_INC_075_100	0
CY_HH_ASN_AL_INC_100_125	0
CY_HH_ASN_AL_INC_125_150	0
CY_HH_ASN_AL_INC_150_200	0
CY_HH_ASN_AL_INC_200_PL	0
CY_HH_NHP_AL_INC_LT_015	0
CY_HH_NHP_AL_INC_015_025	0
CY_HH_NHP_AL_INC_025_035	0
CY_HH_NHP_AL_INC_035_050	0
CY_HH_NHP_AL_INC_050_075	0
CY_HH_NHP_AL_INC_075_100	0
CY_HH_NHP_AL_INC_100_125	0
CY_HH_NHP_AL_INC_125_150	0
CY_HH_NHP_AL_INC_150_200	0
CY_HH_NHP_AL_INC_200_PL	0
CY_HH_OTH_AL_INC_LT_015	0
CY_HH_OTH_AL_INC_015_025	0
CY_HH_OTH_AL_INC_025_035	0
CY_HH_OTH_AL_INC_035_050	0
CY_HH_OTH_AL_INC_050_075	0
CY_HH_OTH_AL_INC_075_100	0
CY_HH_OTH_AL_INC_100_125	0
CY_HH_OTH_AL_INC_125_150	0
CY_HH_OTH_AL_INC_150_200	0
CY_HH_OTH_AL_INC_200_PL	0
CY_HH_2_PLRC_INC_LT_015	0
CY_HH_2_PLRC_INC_015_025	0
CY_HH_2_PLRC_INC_025_035	0
CY_HH_2_PLRC_INC_035_050	0
CY_HH_2_PLRC_INC_050_075	0
CY_HH_2_PLRC_INC_075_100	0
CY_HH_2_PLRC_INC_100_125	0
CY_HH_2_PLRC_INC_125_150	0
CY_HH_2_PLRC_INC_150_200	0
CY_HH_2_PLRC_INC_200_PL	0
CY_HH_HISP_INC_025_035	0
CY_HH_HISP_INC_035_050	0
CY_HH_HISP_INC_050_075	0
CY_HH_HISP_INC_075_100	0
CY_HH_HISP_INC_100_125	0
CY_HH_HISP_INC_125_150	0
CY_HH_HISP_INC_150_200	0
CY_HH_HISP_INC_200_PL	0
CY_HH_EBI_LT_015	0
CY_HH_EBI_015_025	0
CY_HH_EBI_035_050	0
CY_HH_EBI_125_150	0
CY_HH_EBI_150_200	0
CY_HH_EBI_200_250	0
CY_HH_EBI_250_500	0
CY_HH_EBI_500_PL	0
CY_OOHU_VAL_LT_020	0
CY_OOHU_VAL_020_040	0
CY_OOHU_VAL_1MIL_PL	0
CY_AVG_HH_SIZE	0
Y2010_CY_POP_GROWTH	0
CY_POP_HISP_MAL	0
CY_POP_BLACK_AL	0
CY_POP_AMIND_AL_MAL	0
CY_POP_ASIAN_AL_MAL	0
CY_POP_NHPI_AL	0
CY_POP_NHPI_AL_MAL	0
CY_POP_10_14	0
CY_POP_45_54	0
CY_POP_65_74	0
CY_POP_75_84	0
CY_HH_1_PERS	0
CY_HH_2_PERS	0
CY_HH_3_PERS	0
CY_HH_4_PERS	0
CY_HH_5_PERS	0
CY_HH_6_PERS	0
CY_HH_7_PL_PERS	0
CY_HU_BLT_2005_LATER	0
CY_HU_HHR_MVD_1970_1979	0
CY_HU_HHR_MVD_2000_2004	0
CY_WORK_WALKED	0
CY_WORK_BICYCLE	0
CY_AHI_ASIAN_AL	-1.07530997912541E-008
CY_AHI_WHITE_AL	-1.08686471618446E-008
CY_AHI_2_PL_RC	-0.000000062
CY_AHI_OTHER_AL	-7.70566460421274E-008
CY_AHI_NHPI_AL	-1.74587014230918E-006
CY_AVG_HH_INC_HISP	-3.77227156260767E-006
CY_AVG_VAL_OWN	-9.93857046033042E-006
CY_PFM_MEDHHINC_OTHER_AL	-0.000016242
CY_PFM_MEDHHINC_HISP	-1.72325776464931E-005
CY_PFM_MEDHHINC_NHPI_AL	-1.94982341311687E-005
CY_PFM_MEDHHINC_2_PL_RC	-2.38034752184561E-005
CY_WORK_AWAY_AGG_TRAV_TIME	-3.69144786577191E-005
CY_POP_05PL_LANG_ASIANPI	-0.000045086
CY_PFM_MEDHHINC_BLACK_AL	-4.75515672693063E-005
CY_PFM_MEDHHINC_AMIND_AL	-5.67313411822806E-005
CY_EMP_OTHER_SVC	-6.23304263923305E-005
PRIZMNE_HH_CY_SG09	-0.0001048396
CY_PFM_MEDHHINC_ASIAN_AL	-0.0001073569
CY_FAM_INC_LT_POV_KIDS	-0.0002199107
CY_POP_ASIAN_AL	-0.0002211788
CY_POP_35_44	-0.0002616956
CY_POP_05PL_LANG_ENGLISH	-0.0002940342
CY_POP_21_24	-0.0002993401
CY_FAM_AB_POV	-0.0003793125
CY_PFM_MEDHHINC_WHITE_AL	-0.0003959118
CY_POP_25PL_ASS_DEG	-0.0005129656
CY_POP_WHITE_AL	-0.0006232796
CY_PFM_MEDHHINC	-0.0006561433
CY_EMP_SALES	-0.0008583309
PRIZMNE_HH_CY_SG06	-0.0010746753
CY_HH_EBI_025_035	-0.0012547538
CY_POP	-0.0016218418
CY_EMP_SELF_EMP	-0.0016290441
CY_POP_WHITE_AL_MAL	-0.00178867
CY_WORK_HOME	-0.0020110936
CY_HU_BLT_1990_1999	-0.0023898768
PRIZMNE_HH_CY_SG10	-0.0027040331
CY_POP_15PL_MARR	-0.0029321601
CY_POP_15PL_SING	-0.0029601533
CY_POP_16PL_IN_LF_CIV_EMP	-0.0029806914
PRIZMNE_HH_CY_SG12	-0.0031445185
CY_POP_05PL_LANG_SPANISH	-0.0033817075
CY_HH	-0.0036047607
CY_POP_25PL_HS_GRAD	-0.0036200255
CY_POP_05PL_LANG_OTHERLN	-0.0039186129
CY_HU_BLT_1980_1989	-0.0039212718
CY_HH_INC_075_100	-0.003922621
CY_HU_BLT_2000_2004	-0.0040274505
PRIZMNE_HH_CY_SG13	-0.0044234246
CYPOP_HISP_LAT_SALVADORAN1	-0.00443847
CY_AVG_HH_INCOME	-0.0048589847
CY_FAM_INC_LT_POV	-0.0050328447
PRIZMNE_HH_CY_SG14	-0.0055021742
CY_POP_AMIND_AL	-0.005679268
PRIZMNE_HH_CY_SG03	-0.0061149503
CY_POP_15_17	-0.0062241972
CY_POP_25PL_MAST_DEG	-0.0064451925
CY_HU_BLT_1970_1979	-0.0073638747
CY_HH_EBI_050_075	-0.0074025146
CY_EMP_RETAIL	-0.0078909553
CY_HH_BLK_AL_INC_035_050	-0.0081042214
CY_HU_HHR_MVD_1980_1989	-0.0096497026
CY_POP_16PL_FEM_IN_LF_06	-0.0097694668
CY_HH_ASN_AL_INC_LT_015	-0.0098736775
CY_EMP_PERS_SVC	-0.0103762891
CY_EMP_MAN	-0.0117073776
CY_FAM_AB_POV_KIDS	-0.0159952669
CY_HH_BLK_AL_INC_075_100	-0.0164048174
CY_EMP_AGR_FOR_FSH_HNTMN	-0.0178117244
CY_POP_85_PL	-0.0184255449
CY_HH_BLK_AL_INC_050_075	-0.0229421289
CY_HU_HHR_MVD_LT_1970	-0.0239039942
